"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Season"
"SC0","01/08/15","Hamilton","Partick",0,0,"D",0,0,"D","B Colvin",13,4,7,3,12,11,3,1,2,0,0,1,"2015/16"
"SC0","01/08/15","Inverness C","Motherwell",0,1,"A",0,1,"A","C Allan",3,13,0,8,6,8,5,6,1,1,0,0,"2015/16"
"SC0","01/08/15","Kilmarnock","Dundee",0,4,"A",0,2,"A","B Madden",4,14,1,10,15,10,1,4,1,0,0,0,"2015/16"
"SC0","02/08/15","Dundee United","Aberdeen",0,1,"A",0,0,"D","K Clancy",7,8,3,3,13,10,7,11,2,1,0,0,"2015/16"
"SC0","02/08/15","Hearts","St Johnstone",4,3,"H",1,0,"H","S McLean",13,12,6,5,13,11,2,3,3,2,0,0,"2015/16"
"SC0","08/08/15","Dundee","Hearts",1,2,"A",1,0,"H","C Thomson",6,5,1,2,12,17,6,4,5,4,0,0,"2015/16"
"SC0","08/08/15","Motherwell","Dundee United",0,2,"A",0,0,"D","B Madden",8,9,6,7,16,10,7,5,3,1,0,0,"2015/16"
"SC0","08/08/15","Ross County","Hamilton",2,0,"H",2,0,"H","A Dallas",6,8,2,2,8,14,5,4,0,3,0,0,"2015/16"
"SC0","08/08/15","St Johnstone","Inverness C",1,1,"D",0,1,"A","W Collum",5,9,3,3,9,13,9,5,0,1,0,0,"2015/16"
"SC0","09/08/15","Aberdeen","Kilmarnock",2,0,"H",1,0,"H","S McLean",15,2,9,0,8,18,7,3,1,4,0,0,"2015/16"
"SC0","09/08/15","Partick","Celtic",0,2,"A",0,1,"A","J Beaton",5,15,1,6,13,10,1,5,2,0,0,0,"2015/16"
"SC0","11/08/15","Dundee United","Dundee",2,2,"D",0,0,"D","J Beaton",10,11,6,7,10,11,6,1,0,1,0,0,"2015/16"
"SC0","11/08/15","St Johnstone","Ross County",1,1,"D",0,1,"A","A Muir",6,10,2,6,8,17,8,6,2,3,0,0,"2015/16"
"SC0","12/08/15","Hearts","Motherwell",2,0,"H",1,0,"H","B Colvin",10,5,5,2,9,16,4,4,0,2,0,0,"2015/16"
"SC0","12/08/15","Inverness C","Partick",0,0,"D",0,0,"D","S Finnie",5,7,3,4,14,16,3,2,2,2,0,0,"2015/16"
"SC0","12/08/15","Kilmarnock","Celtic",2,2,"D",1,1,"D","C Allan",11,28,5,12,11,12,6,7,0,0,0,0,"2015/16"
"SC0","15/08/15","Celtic","Inverness C",4,2,"H",2,0,"H","C Thomson",15,9,8,5,11,11,10,2,4,2,0,0,"2015/16"
"SC0","15/08/15","Dundee","St Johnstone",2,1,"H",2,0,"H","K Clancy",13,10,8,3,13,7,4,10,3,1,0,0,"2015/16"
"SC0","15/08/15","Hamilton","Dundee United",4,0,"H",3,0,"H","S McLean",14,9,8,5,12,5,6,3,1,1,0,0,"2015/16"
"SC0","15/08/15","Motherwell","Aberdeen",1,2,"A",1,1,"D","W Collum",12,12,4,6,11,11,2,5,1,2,0,0,"2015/16"
"SC0","15/08/15","Partick","Kilmarnock",2,2,"D",1,1,"D","A Muir",16,13,8,8,7,14,9,3,1,3,1,0,"2015/16"
"SC0","15/08/15","Ross County","Hearts",1,2,"A",1,2,"A","B Madden",10,9,6,2,15,17,4,6,2,3,0,0,"2015/16"
"SC0","22/08/15","Aberdeen","Dundee",2,0,"H",0,0,"D","B Madden",13,7,5,4,18,17,9,1,1,2,0,1,"2015/16"
"SC0","22/08/15","Dundee United","Celtic",1,3,"A",1,2,"A","W Collum",6,15,3,6,10,11,6,8,3,4,0,0,"2015/16"
"SC0","22/08/15","Hearts","Partick",3,0,"H",1,0,"H","J Beaton",13,4,5,0,14,11,8,10,1,3,0,0,"2015/16"
"SC0","22/08/15","Inverness C","Hamilton",0,2,"A",0,1,"A","E Anderson",10,10,5,4,14,20,6,4,2,3,0,0,"2015/16"
"SC0","22/08/15","Kilmarnock","Ross County",0,4,"A",0,4,"A","D Robertson",8,22,2,11,17,7,2,8,2,1,0,0,"2015/16"
"SC0","22/08/15","St Johnstone","Motherwell",2,1,"H",0,1,"A","C Thomson",11,11,6,4,7,8,7,6,0,1,0,1,"2015/16"
"SC0","29/08/15","Celtic","St Johnstone",3,1,"H",2,1,"H","J Beaton",23,6,8,3,16,9,8,9,0,0,0,0,"2015/16"
"SC0","29/08/15","Dundee","Inverness C",1,1,"D",0,0,"D","A Dallas",8,10,4,4,8,16,4,4,1,4,0,1,"2015/16"
"SC0","29/08/15","Hamilton","Hearts",3,2,"H",1,0,"H","W Collum",10,6,7,4,16,10,4,2,7,1,0,1,"2015/16"
"SC0","29/08/15","Motherwell","Kilmarnock",1,0,"H",1,0,"H","S McLean",12,9,3,4,8,11,5,5,1,0,0,0,"2015/16"
"SC0","29/08/15","Partick","Aberdeen",0,2,"A",0,0,"D","S Finnie",8,6,3,4,12,12,4,3,2,1,0,0,"2015/16"
"SC0","29/08/15","Ross County","Dundee United",2,1,"H",2,0,"H","C Thomson",14,14,6,7,17,9,3,6,3,2,0,0,"2015/16"
"SC0","11/09/15","Inverness C","Hearts",2,0,"H",0,0,"D","S McLean",8,10,5,0,15,14,2,3,2,2,0,1,"2015/16"
"SC0","12/09/15","Aberdeen","Celtic",2,1,"H",0,1,"A","C Thomson",5,13,2,3,14,20,2,7,1,4,1,0,"2015/16"
"SC0","12/09/15","Dundee United","Kilmarnock",1,2,"A",0,1,"A","B Colvin",18,8,7,2,6,11,9,8,0,4,0,0,"2015/16"
"SC0","12/09/15","Motherwell","Ross County",1,1,"D",0,1,"A","D Robertson",7,7,3,2,7,6,9,4,0,3,0,0,"2015/16"
"SC0","12/09/15","Partick","Dundee",0,1,"A",0,0,"D","W Collum",10,9,2,3,12,9,7,4,0,0,0,0,"2015/16"
"SC0","12/09/15","St Johnstone","Hamilton",4,1,"H",3,0,"H","A Dallas",8,11,6,4,11,19,2,8,4,1,0,0,"2015/16"
"SC0","15/09/15","Aberdeen","Hamilton",1,0,"H",1,0,"H","C Allan",9,8,6,3,9,16,9,2,0,2,0,0,"2015/16"
"SC0","19/09/15","Dundee United","Inverness C",1,1,"D",1,0,"H","K Clancy",12,7,4,3,10,12,4,6,2,2,0,0,"2015/16"
"SC0","19/09/15","Hamilton","Motherwell",1,0,"H",0,0,"D","C Thomson",12,9,5,5,8,13,3,5,1,2,0,0,"2015/16"
"SC0","19/09/15","Kilmarnock","St Johnstone",2,1,"H",1,1,"D","W Collum",14,11,3,4,7,8,0,3,2,1,0,0,"2015/16"
"SC0","19/09/15","Ross County","Partick",1,0,"H",1,0,"H","G Aitken",6,6,1,2,13,19,3,6,0,1,0,0,"2015/16"
"SC0","20/09/15","Celtic","Dundee",6,0,"H",2,0,"H","S McLean",29,6,15,2,9,10,9,3,0,1,0,0,"2015/16"
"SC0","20/09/15","Hearts","Aberdeen",1,3,"A",0,3,"A","B Madden",8,7,3,5,21,20,8,5,2,2,0,0,"2015/16"
"SC0","26/09/15","Celtic","Hearts",0,0,"D",0,0,"D","K Clancy",24,5,5,0,11,12,7,4,2,3,1,0,"2015/16"
"SC0","26/09/15","Dundee","Ross County",3,3,"D",1,3,"A","C Thomson",13,6,6,4,14,10,5,2,2,0,0,1,"2015/16"
"SC0","26/09/15","Inverness C","Aberdeen",2,1,"H",2,1,"H","J Beaton",6,11,5,2,20,13,4,9,3,2,1,0,"2015/16"
"SC0","26/09/15","Kilmarnock","Hamilton",1,2,"A",1,0,"H","D Robertson",19,15,6,6,16,16,6,8,0,2,1,0,"2015/16"
"SC0","26/09/15","Motherwell","Partick",2,1,"H",1,0,"H","S McLean",4,14,3,4,10,9,2,5,3,4,0,0,"2015/16"
"SC0","26/09/15","St Johnstone","Dundee United",2,1,"H",0,1,"A","B Madden",9,14,5,7,10,12,4,4,3,2,1,0,"2015/16"
"SC0","03/10/15","Aberdeen","St Johnstone",1,5,"A",1,3,"A","A Muir",1,5,1,5,7,9,9,4,1,2,0,0,"2015/16"
"SC0","03/10/15","Dundee","Motherwell",2,1,"H",0,0,"D","D Robertson",10,5,7,2,6,19,6,5,1,2,0,0,"2015/16"
"SC0","03/10/15","Hearts","Kilmarnock",1,1,"D",1,0,"H","J Beaton",13,8,6,3,23,16,13,6,2,5,1,0,"2015/16"
"SC0","03/10/15","Partick","Dundee United",3,0,"H",1,0,"H","C Thomson",13,7,8,4,12,9,6,4,3,2,0,0,"2015/16"
"SC0","03/10/15","Ross County","Inverness C",1,2,"A",0,2,"A","W Collum",13,5,6,4,11,12,10,6,1,3,0,0,"2015/16"
"SC0","04/10/15","Hamilton","Celtic",1,2,"A",1,2,"A","S McLean",7,12,3,6,21,13,2,1,2,2,0,0,"2015/16"
"SC0","16/10/15","Ross County","Aberdeen",2,0,"H",1,0,"H","C Thomson",13,13,8,4,14,5,3,4,1,0,0,0,"2015/16"
"SC0","17/10/15","Hamilton","Dundee",1,1,"D",0,0,"D","W Collum",10,9,4,2,19,17,6,4,1,2,1,0,"2015/16"
"SC0","17/10/15","Kilmarnock","Inverness C",2,0,"H",1,0,"H","S Finnie",5,3,2,2,11,8,5,4,0,1,0,0,"2015/16"
"SC0","17/10/15","Motherwell","Celtic",0,1,"A",0,1,"A","A Muir",2,18,1,4,8,5,2,8,1,0,0,0,"2015/16"
"SC0","17/10/15","St Johnstone","Partick",1,2,"A",0,2,"A","J Beaton",14,9,4,5,11,17,4,2,0,2,0,1,"2015/16"
"SC0","18/10/15","Dundee United","Hearts",0,1,"A",0,1,"A","K Clancy",6,11,2,5,11,16,8,4,4,2,1,0,"2015/16"
"SC0","24/10/15","Aberdeen","Motherwell",1,1,"D",1,0,"H","C Allan",11,11,2,7,4,12,9,10,0,1,0,0,"2015/16"
"SC0","24/10/15","Dundee","Kilmarnock",1,2,"A",0,1,"A","A Dallas",9,9,4,8,6,10,6,4,4,3,0,0,"2015/16"
"SC0","24/10/15","Hearts","Ross County",2,0,"H",1,0,"H","A Muir",9,8,4,3,15,14,4,6,2,3,1,0,"2015/16"
"SC0","24/10/15","Inverness C","St Johnstone",0,1,"A",0,0,"D","D Robertson",8,6,2,1,15,7,8,1,2,1,0,1,"2015/16"
"SC0","24/10/15","Partick","Hamilton",1,1,"D",0,0,"D","E Anderson",13,16,2,4,6,9,4,6,2,2,0,1,"2015/16"
"SC0","25/10/15","Celtic","Dundee United",5,0,"H",3,0,"H","C Thomson",23,3,12,1,13,5,13,3,1,1,0,0,"2015/16"
"SC0","31/10/15","Celtic","Aberdeen",3,1,"H",1,0,"H","W Collum",30,7,10,2,14,11,12,1,0,2,0,0,"2015/16"
"SC0","31/10/15","Dundee United","Ross County",1,0,"H",0,0,"D","D Robertson",11,11,4,4,12,15,5,8,2,0,1,0,"2015/16"
"SC0","31/10/15","Hamilton","St Johnstone",2,4,"A",0,1,"A","K Clancy",7,8,3,4,8,13,7,3,3,2,0,0,"2015/16"
"SC0","31/10/15","Inverness C","Dundee",1,1,"D",0,0,"D","B Colvin",6,8,3,3,14,11,2,7,0,0,1,0,"2015/16"
"SC0","31/10/15","Kilmarnock","Motherwell",0,1,"A",0,0,"D","B Madden",15,6,2,5,6,18,5,8,4,2,0,0,"2015/16"
"SC0","31/10/15","Partick","Hearts",0,4,"A",0,1,"A","S McLean",1,12,0,8,10,6,9,5,3,0,1,0,"2015/16"
"SC0","07/11/15","Aberdeen","Dundee United",2,0,"H",0,0,"D","S McLean",9,7,3,2,5,11,5,3,0,0,0,0,"2015/16"
"SC0","07/11/15","Dundee","Partick",1,1,"D",0,1,"A","W Collum",12,7,9,4,6,13,12,3,0,2,0,0,"2015/16"
"SC0","07/11/15","Hearts","Hamilton",2,0,"H",2,0,"H","B Madden",12,4,6,1,17,16,4,8,2,5,0,0,"2015/16"
"SC0","07/11/15","Motherwell","Inverness C",1,3,"A",0,2,"A","C Thomson",16,14,4,4,13,5,8,4,2,2,1,0,"2015/16"
"SC0","07/11/15","St Johnstone","Kilmarnock",2,1,"H",1,1,"D","C Allan",9,15,6,5,6,17,7,2,1,3,1,0,"2015/16"
"SC0","08/11/15","Ross County","Celtic",1,4,"A",0,1,"A","K Clancy",12,16,4,10,8,10,4,5,1,0,0,0,"2015/16"
"SC0","21/11/15","Celtic","Kilmarnock",0,0,"D",0,0,"D","B Madden",20,6,5,3,10,7,10,3,1,4,0,0,"2015/16"
"SC0","21/11/15","Dundee United","St Johnstone",1,2,"A",1,2,"A","C Thomson",13,9,6,5,16,14,8,7,2,5,0,0,"2015/16"
"SC0","21/11/15","Hearts","Dundee",1,1,"D",1,0,"H","K Clancy",9,4,6,3,18,12,9,0,1,2,0,0,"2015/16"
"SC0","21/11/15","Partick","Inverness C",2,1,"H",1,1,"D","D Robertson",19,10,8,1,10,8,6,4,1,1,0,0,"2015/16"
"SC0","21/11/15","Ross County","Motherwell",3,0,"H",1,0,"H","C Allan",7,6,5,5,11,12,4,3,0,2,0,0,"2015/16"
"SC0","22/11/15","Hamilton","Aberdeen",1,1,"D",0,1,"A","W Collum",19,10,9,5,20,8,3,6,3,0,0,0,"2015/16"
"SC0","27/11/15","St Johnstone","Dundee",1,1,"D",1,1,"D","A Muir",5,6,1,4,10,14,4,4,2,3,0,0,"2015/16"
"SC0","28/11/15","Aberdeen","Ross County",3,1,"H",0,1,"A","J Beaton",7,8,5,3,9,13,1,6,0,1,0,0,"2015/16"
"SC0","28/11/15","Dundee United","Hamilton",1,2,"A",1,0,"H","S Finnie",1,5,1,2,10,7,4,7,3,6,0,0,"2015/16"
"SC0","28/11/15","Kilmarnock","Partick",2,5,"A",1,2,"A","C Thomson",6,13,3,7,14,17,1,3,3,2,0,0,"2015/16"
"SC0","28/11/15","Motherwell","Hearts",2,2,"D",1,1,"D","S McLean",8,12,6,5,15,14,2,5,3,2,0,0,"2015/16"
"SC0","29/11/15","Inverness C","Celtic",1,3,"A",1,1,"D","W Collum",6,9,2,5,12,10,4,8,0,1,0,0,"2015/16"
"SC0","05/12/15","Dundee","Aberdeen",0,2,"A",0,2,"A","B Madden",12,14,6,7,9,13,3,7,1,1,0,0,"2015/16"
"SC0","05/12/15","Kilmarnock","Dundee United",1,1,"D",1,1,"D","J Beaton",6,13,2,6,11,9,3,6,2,1,1,0,"2015/16"
"SC0","05/12/15","Ross County","St Johnstone",2,3,"A",0,2,"A","K Clancy",10,9,5,6,18,6,7,4,3,2,0,0,"2015/16"
"SC0","12/12/15","Aberdeen","Hearts",1,0,"H",0,0,"D","C Thomson",11,6,4,1,13,25,10,4,2,4,0,0,"2015/16"
"SC0","12/12/15","Dundee United","Partick",0,1,"A",0,0,"D","S McLean",13,1,4,1,12,10,8,3,1,3,0,0,"2015/16"
"SC0","12/12/15","Hamilton","Ross County",1,3,"A",1,0,"H","W Collum",12,14,4,5,13,5,7,6,1,2,0,0,"2015/16"
"SC0","12/12/15","Inverness C","Kilmarnock",2,1,"H",2,0,"H","B Cook",9,7,3,1,14,15,4,6,1,4,0,0,"2015/16"
"SC0","12/12/15","Motherwell","Dundee",3,1,"H",2,0,"H","E Anderson",12,12,6,4,16,12,7,5,1,2,0,0,"2015/16"
"SC0","13/12/15","St Johnstone","Celtic",0,3,"A",0,1,"A","C Allan",10,9,4,6,7,15,3,8,3,2,0,0,"2015/16"
"SC0","19/12/15","Celtic","Motherwell",1,2,"A",0,0,"D","B Madden",22,8,6,4,7,16,6,4,1,0,0,0,"2015/16"
"SC0","19/12/15","Dundee","Hamilton",4,0,"H",4,0,"H","D Robertson",12,4,8,3,18,15,4,3,1,1,0,0,"2015/16"
"SC0","19/12/15","Inverness C","Dundee United",2,2,"D",0,1,"A","C Thomson",13,10,4,5,15,8,13,5,1,2,0,0,"2015/16"
"SC0","19/12/15","Kilmarnock","Aberdeen",0,4,"A",0,2,"A","S McLean",7,15,1,6,13,11,1,7,2,1,0,0,"2015/16"
"SC0","19/12/15","Partick","Ross County",1,0,"H",0,0,"D","A Dallas",7,5,1,2,10,10,6,7,4,3,0,0,"2015/16"
"SC0","19/12/15","St Johnstone","Hearts",0,0,"D",0,0,"D","K Clancy",17,5,7,4,11,8,9,2,1,0,0,1,"2015/16"
"SC0","26/12/15","Aberdeen","Inverness C",2,2,"D",0,1,"A","W Collum",13,5,3,4,9,14,10,2,0,3,0,0,"2015/16"
"SC0","26/12/15","Hamilton","Kilmarnock",0,1,"A",0,0,"D","K Clancy",15,14,7,5,14,16,7,10,2,3,0,0,"2015/16"
"SC0","26/12/15","Ross County","Dundee",5,2,"H",1,1,"D","C Allan",21,7,12,4,12,13,9,1,1,2,0,0,"2015/16"
"SC0","27/12/15","Hearts","Celtic",2,2,"D",1,1,"D","S McLean",9,12,5,7,7,15,5,4,1,3,0,0,"2015/16"
"SC0","29/12/15","Ross County","Kilmarnock",3,2,"H",1,1,"D","S McLean",12,9,7,2,11,14,8,3,1,1,0,0,"2015/16"
"SC0","30/12/15","Aberdeen","Partick",0,0,"D",0,0,"D","K Clancy",16,4,5,1,12,14,8,5,2,3,0,0,"2015/16"
"SC0","30/12/15","Hamilton","Inverness C",3,4,"A",0,1,"A","E Anderson",11,10,4,7,14,12,6,3,2,3,0,0,"2015/16"
"SC0","30/12/15","Hearts","Dundee United",3,2,"H",3,2,"H","B Madden",20,8,8,4,15,13,5,7,1,0,0,1,"2015/16"
"SC0","30/12/15","Motherwell","St Johnstone",2,0,"H",2,0,"H","C Allan",12,10,3,5,15,9,6,7,0,2,0,0,"2015/16"
"SC0","02/01/16","Celtic","Partick",1,0,"H",0,0,"D","S Finnie",12,7,6,4,9,5,4,10,0,1,1,0,"2015/16"
"SC0","02/01/16","Dundee","Dundee United",2,1,"H",1,1,"D","K Clancy",7,10,5,3,17,9,9,7,4,1,0,1,"2015/16"
"SC0","02/01/16","Inverness C","Ross County",2,0,"H",2,0,"H","J Beaton",9,11,4,4,14,17,5,6,2,1,0,0,"2015/16"
"SC0","02/01/16","Kilmarnock","Hearts",2,2,"D",1,1,"D","A Muir",8,7,3,2,19,17,10,4,3,2,0,0,"2015/16"
"SC0","02/01/16","Motherwell","Hamilton",3,3,"D",1,2,"A","G Aitken",13,17,5,7,20,13,5,2,3,3,1,0,"2015/16"
"SC0","15/01/16","Dundee United","Celtic",1,4,"A",1,2,"A","B Madden",7,18,2,7,8,13,7,9,1,1,0,0,"2015/16"
"SC0","16/01/16","Hearts","Motherwell",6,0,"H",3,0,"H","K Clancy",16,5,8,2,10,15,3,4,2,5,0,0,"2015/16"
"SC0","16/01/16","Kilmarnock","Inverness C",2,1,"H",1,1,"D","D Robertson",7,15,4,6,14,16,1,5,0,3,0,0,"2015/16"
"SC0","16/01/16","Partick","Dundee",2,4,"A",1,4,"A","E Anderson",8,9,7,5,13,11,8,2,1,1,1,0,"2015/16"
"SC0","16/01/16","St Johnstone","Hamilton",0,0,"D",0,0,"D","A Dallas",10,8,2,2,7,15,10,6,0,2,0,0,"2015/16"
"SC0","17/01/16","Ross County","Aberdeen",2,3,"A",1,2,"A","C Allan",13,12,8,6,7,12,8,10,1,1,0,1,"2015/16"
"SC0","19/01/16","Celtic","Hamilton",8,1,"H",5,0,"H","C Thomson",30,6,15,2,5,8,8,0,0,0,0,0,"2015/16"
"SC0","22/01/16","Aberdeen","Dundee",1,0,"H",1,0,"H","A Muir",12,7,6,3,15,8,12,4,1,3,0,0,"2015/16"
"SC0","23/01/16","Celtic","St Johnstone",3,1,"H",2,1,"H","K Clancy",20,7,14,5,18,11,3,2,0,2,0,0,"2015/16"
"SC0","23/01/16","Dundee United","Kilmarnock",5,1,"H",4,0,"H","E Anderson",13,8,8,7,7,12,15,6,0,1,0,0,"2015/16"
"SC0","23/01/16","Inverness C","Partick",0,0,"D",0,0,"D","G Aitken",8,3,2,1,11,14,3,4,2,2,0,0,"2015/16"
"SC0","23/01/16","Motherwell","Ross County",1,2,"A",0,1,"A","W Collum",10,9,5,6,6,12,8,5,0,1,0,0,"2015/16"
"SC0","24/01/16","Hamilton","Hearts",0,0,"D",0,0,"D","B Madden",8,10,3,2,12,15,6,4,2,2,1,1,"2015/16"
"SC0","30/01/16","Dundee","Motherwell",2,2,"D",1,2,"A","J Beaton",16,6,7,5,7,14,5,5,0,2,0,0,"2015/16"
"SC0","30/01/16","Kilmarnock","Hamilton",0,1,"A",0,0,"D","S Finnie",8,17,1,2,11,23,0,4,3,2,0,0,"2015/16"
"SC0","02/02/16","Partick","Motherwell",1,0,"H",0,0,"D","B Cook",12,11,3,1,13,16,6,6,4,1,0,0,"2015/16"
"SC0","03/02/16","Aberdeen","Celtic",2,1,"H",2,0,"H","S McLean",7,8,4,3,12,13,6,7,1,4,0,0,"2015/16"
"SC0","06/02/16","St Johnstone","Aberdeen",3,4,"A",0,2,"A","D Robertson",4,7,3,4,7,16,6,6,2,3,0,0,"2015/16"
"SC0","10/02/16","Ross County","Hearts",0,3,"A",0,0,"D","S McLean",11,10,3,4,11,15,4,2,3,1,0,0,"2015/16"
"SC0","12/02/16","Dundee","St Johnstone",2,0,"H",1,0,"H","C Thomson",11,8,5,4,13,11,4,5,2,4,0,0,"2015/16"
"SC0","13/02/16","Celtic","Ross County",2,0,"H",1,0,"H","K Clancy",14,6,4,1,17,11,9,1,2,2,0,0,"2015/16"
"SC0","13/02/16","Hamilton","Dundee United",0,0,"D",0,0,"D","S McLean",6,8,1,1,12,13,6,9,0,0,1,0,"2015/16"
"SC0","13/02/16","Motherwell","Kilmarnock",0,2,"A",0,0,"D","A Dallas",11,13,4,9,13,12,10,5,3,2,0,0,"2015/16"
"SC0","15/02/16","Inverness C","Aberdeen",3,1,"H",1,1,"D","W Collum",8,9,3,3,21,13,5,3,4,2,0,0,"2015/16"
"SC0","16/02/16","Dundee United","Motherwell",0,3,"A",0,1,"A","G Aitken",8,8,2,5,18,11,7,5,2,1,0,0,"2015/16"
"SC0","20/02/16","Celtic","Inverness C",3,0,"H",0,0,"D","D Robertson",16,8,6,3,9,7,6,5,1,1,0,0,"2015/16"
"SC0","20/02/16","Dundee United","Hearts",2,1,"H",1,0,"H","K Clancy",11,6,4,3,18,15,8,3,4,1,1,1,"2015/16"
"SC0","20/02/16","Kilmarnock","Dundee",0,0,"D",0,0,"D","E Anderson",6,8,2,2,8,10,5,5,1,1,0,0,"2015/16"
"SC0","20/02/16","Ross County","Hamilton",2,1,"H",1,0,"H","G Aitken",5,7,3,4,13,21,4,5,2,2,1,0,"2015/16"
"SC0","20/02/16","St Johnstone","Motherwell",2,1,"H",1,1,"D","B Madden",12,8,4,2,12,23,3,5,2,1,0,0,"2015/16"
"SC0","23/02/16","Partick","St Johnstone",2,0,"H",0,0,"D","J Beaton",7,6,6,3,17,8,11,3,0,2,0,0,"2015/16"
"SC0","26/02/16","Hamilton","Celtic",1,1,"D",0,1,"A","C Thomson",11,10,5,4,26,8,4,9,3,0,0,1,"2015/16"
"SC0","27/02/16","Aberdeen","St Johnstone",1,1,"D",1,0,"H","S McLean",15,10,5,3,14,11,11,0,2,4,0,0,"2015/16"
"SC0","27/02/16","Dundee","Inverness C",1,1,"D",0,1,"A","A Dallas",11,7,7,3,10,16,8,2,2,4,0,0,"2015/16"
"SC0","27/02/16","Hearts","Kilmarnock",1,0,"H",1,0,"H","D Robertson",13,8,6,3,12,12,7,10,2,2,0,0,"2015/16"
"SC0","27/02/16","Motherwell","Partick",3,1,"H",1,0,"H","S Finnie",10,5,7,2,11,15,4,2,0,1,0,0,"2015/16"
"SC0","27/02/16","Ross County","Dundee United",0,3,"A",0,1,"A","J Beaton",7,11,2,5,10,17,7,4,2,2,0,0,"2015/16"
"SC0","01/03/16","Hearts","Inverness C",2,0,"H",1,0,"H","A Muir",15,8,5,3,16,19,2,3,1,2,0,0,"2015/16"
"SC0","01/03/16","Kilmarnock","Ross County",0,2,"A",0,1,"A","S Finnie",8,6,4,3,19,19,8,7,0,4,0,0,"2015/16"
"SC0","02/03/16","Celtic","Dundee",0,0,"D",0,0,"D","J Beaton",11,7,4,1,10,11,5,9,1,1,0,0,"2015/16"
"SC0","02/03/16","Dundee United","Aberdeen",0,1,"A",0,1,"A","B Madden",7,5,5,1,11,7,9,9,1,1,0,0,"2015/16"
"SC0","02/03/16","St Johnstone","Partick",1,2,"A",0,2,"A","C Thomson",8,13,2,6,7,11,2,3,1,1,0,0,"2015/16"
"SC0","05/03/16","Hamilton","Motherwell",0,1,"A",0,1,"A","K Clancy",8,13,2,5,11,14,2,9,5,1,0,0,"2015/16"
"SC0","05/03/16","Hearts","Partick",1,0,"H",1,0,"H","B Madden",17,8,6,3,11,11,11,4,0,1,0,0,"2015/16"
"SC0","08/03/16","Partick","Aberdeen",1,2,"A",0,0,"D","A Muir",9,13,4,3,11,5,7,3,2,1,0,0,"2015/16"
"SC0","09/03/16","St Johnstone","Inverness C",1,0,"H",0,0,"D","D Robertson",18,4,4,0,15,14,4,2,1,2,0,1,"2015/16"
"SC0","11/03/16","Motherwell","Dundee United",2,1,"H",1,1,"D","C Allan",12,7,6,3,8,14,9,7,1,4,0,0,"2015/16"
"SC0","12/03/16","Aberdeen","Kilmarnock",2,1,"H",1,0,"H","E Anderson",9,5,3,4,8,15,4,2,1,3,0,0,"2015/16"
"SC0","12/03/16","Dundee","Hearts",0,1,"A",0,0,"D","W Collum",9,14,3,5,11,11,4,9,1,2,0,0,"2015/16"
"SC0","12/03/16","Inverness C","Hamilton",0,1,"A",0,0,"D","S McLean",11,7,1,2,12,13,6,2,1,3,0,0,"2015/16"
"SC0","12/03/16","Partick","Celtic",1,2,"A",0,1,"A","S Finnie",7,15,4,8,8,10,4,5,2,3,0,0,"2015/16"
"SC0","16/03/16","St Johnstone","Ross County",1,1,"D",1,0,"H","S McLean",9,7,3,4,8,11,5,3,1,0,0,0,"2015/16"
"SC0","19/03/16","Hamilton","Partick",1,2,"A",1,0,"H","W Collum",5,3,2,2,4,8,4,2,2,1,0,0,"2015/16"
"SC0","19/03/16","Hearts","St Johnstone",0,3,"A",0,2,"A","C Thomson",6,12,3,6,17,13,5,5,1,1,0,0,"2015/16"
"SC0","19/03/16","Kilmarnock","Celtic",0,1,"A",0,0,"D","A Muir",8,11,3,7,11,5,4,11,1,3,0,0,"2015/16"
"SC0","19/03/16","Motherwell","Aberdeen",2,1,"H",0,1,"A","D Robertson",9,13,4,8,12,5,4,3,3,0,0,1,"2015/16"
"SC0","19/03/16","Ross County","Inverness C",0,3,"A",0,2,"A","B Madden",6,14,2,4,13,10,6,4,3,1,0,0,"2015/16"
"SC0","20/03/16","Dundee United","Dundee",2,2,"D",0,2,"A","S McLean",15,6,5,3,11,7,9,7,2,1,0,1,"2015/16"
"SC0","02/04/16","Celtic","Hearts",3,1,"H",2,1,"H","B Madden",13,14,10,4,20,16,5,4,2,3,0,1,"2015/16"
"SC0","02/04/16","Dundee","Ross County",5,2,"H",3,2,"H","A Dallas",13,8,8,5,14,12,3,8,2,2,0,0,"2015/16"
"SC0","02/04/16","Inverness C","Motherwell",1,2,"A",0,0,"D","J Beaton",16,5,6,3,10,13,4,4,2,1,0,0,"2015/16"
"SC0","02/04/16","Partick","Kilmarnock",0,0,"D",0,0,"D","D Robertson",6,7,0,2,17,14,9,0,3,0,0,0,"2015/16"
"SC0","02/04/16","St Johnstone","Dundee United",0,1,"A",0,1,"A","W Collum",4,6,2,3,11,13,5,8,0,1,0,1,"2015/16"
"SC0","03/04/16","Aberdeen","Hamilton",3,0,"H",3,0,"H","K Clancy",22,4,11,2,6,14,12,4,1,3,0,0,"2015/16"
"SC0","05/04/16","Dundee","Celtic",0,0,"D",0,0,"D","K Clancy",9,16,5,4,9,10,5,10,1,1,0,0,"2015/16"
